Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
21.00,145.00,250.00,105.00,124.00,95.00,716.00
31.00,145.00,266.00,105.00,124.00,95.00,716.00
78.00,103.00,201.00,77.00,56.00,25.00,432.00
31.00,58.00,103.00,45.00,27.00,14.00,605.00
15.00,70.00,127.00,57.00,55.00,21.00,313.00
17.00,72.00,130.00,58.00,55.00,22.00,338.00
20.00,77.00,140.00,63.00,57.00,23.00,397.00
24.00,82.00,149.00,67.00,58.00,25.00,391.00
36.00,82.00,159.00,67.00,58.00,25.00,391.00
34.00,80.00,155.00,65.00,57.00,24.00,403.00
49.00,96.00,177.00,81.00,47.00,25.00,1046.00
70.00,123.00,226.00,103.00,53.00,31.00,1073.00
48.00,94.00,174.00,80.00,46.00,24.00,1055.00
129.00,225.00,387.00,162.00,96.00,53.00,1148.00
87.00,139.00,234.00,95.00,52.00,30.00,608.00
116.00,178.00,301.00,123.00,62.00,39.00,611.00
207.00,222.00,373.00,154.00,67.00,49.00,817.00
203.00,312.00,546.00,234.00,109.00,77.00,1310.00
326.00,335.00,626.00,252.00,115.00,83.00,1316.00
326.00,336.00,628.00,253.00,116.00,83.00,1686.00
226.00,261.00,516.00,260.00,90.00,72.00,1715.00
133.00,179.00,302.00,123.00,46.00,34.00,959.00
133.00,178.00,301.00,123.00,45.00,34.00,947.00
143.00,191.00,323.00,132.00,48.00,36.00,994.00
151.00,139.00,249.00,95.00,37.00,26.00,799.00
79.00,112.00,189.00,77.00,33.00,21.00,449.00
53.00,79.00,133.00,54.00,26.00,15.00,601.00
123.00,117.00,211.00,81.00,34.00,22.00,460.00
46.00,81.00,134.00,54.00,45.00,17.00,641.00
88.00,114.00,201.00,75.00,55.00,24.00,659.00
-182.00,-26.00,132.00,144.00,96.00,47.00,862.00
59.00,96.00,159.00,64.00,49.00,21.00,593.00
317.00,349.00,607.00,263.00,111.00,86.00,1433.00
160.00,245.00,452.00,207.00,85.00,64.00,965.00
38.00,68.00,120.00,52.00,30.00,17.00,554.00
92.00,107.00,188.00,83.00,37.00,27.00,574.00
111.00,152.00,256.00,104.00,41.00,29.00,821.00
134.00,179.00,302.00,123.00,45.00,34.00,928.00
199.00,179.00,322.00,123.00,45.00,34.00,928.00
105.00,145.00,245.00,100.00,40.00,28.00,598.00
221.00,239.00,509.00,239.00,90.00,66.00,1417.00
232.00,249.00,531.00,249.00,93.00,69.00,1775.00
115.00,206.00,354.00,148.00,91.00,48.00,844.00
208.00,329.00,567.00,238.00,121.00,78.00,1190.00
171.00,206.00,377.00,148.00,91.00,48.00,844.00
230.00,278.00,474.00,200.00,103.00,66.00,1095.00
288.00,310.00,569.00,224.00,116.00,73.00,1191.00
172.00,178.00,321.00,123.00,62.00,39.00,611.00
181.00,185.00,332.00,127.00,63.00,40.00,830.00
211.00,324.00,567.00,243.00,113.00,80.00,1260.00
241.00,362.00,634.00,272.00,121.00,89.00,1616.00
316.00,312.00,611.00,234.00,114.00,77.00,1310.00
332.00,341.00,637.00,257.00,117.00,84.00,1662.00
142.00,229.00,457.00,228.00,87.00,63.00,1436.00
164.00,261.00,521.00,260.00,97.00,72.00,1715.00
168.00,266.00,532.00,266.00,98.00,74.00,1819.00
155.00,249.00,498.00,249.00,94.00,69.00,1775.00
149.00,239.00,478.00,239.00,90.00,66.00,1755.00
95.00,130.00,219.00,89.00,35.00,24.00,777.00
111.00,152.00,256.00,104.00,41.00,29.00,952.00
127.00,172.00,290.00,118.00,45.00,33.00,930.00
135.00,126.00,227.00,87.00,35.00,24.00,756.00
197.00,179.00,322.00,123.00,46.00,34.00,928.00
72.00,112.00,199.00,87.00,40.00,28.00,564.00
54.00,68.00,119.00,52.00,27.00,17.00,554.00
64.00,74.00,141.00,58.00,31.00,19.00,548.00
40.00,51.00,96.00,39.00,24.00,12.00,541.00
40.00,52.00,98.00,40.00,25.00,13.00,536.00
43.00,56.00,106.00,43.00,27.00,14.00,531.00
155.00,152.00,254.00,104.00,37.00,29.00,871.00
192.00,185.00,309.00,127.00,43.00,35.00,1007.00
197.00,191.00,320.00,132.00,45.00,36.00,994.00
131.00,124.00,224.00,86.00,36.00,24.00,1003.00
99.00,136.00,230.00,94.00,37.00,26.00,562.00
137.00,136.00,228.00,94.00,34.00,26.00,608.00
145.00,145.00,243.00,100.00,37.00,28.00,598.00
33.00,81.00,135.00,54.00,48.00,17.00,641.00
43.00,79.00,130.00,52.00,45.00,17.00,668.00
42.00,107.00,193.00,86.00,65.00,32.00,484.00
25.00,83.00,150.00,67.00,58.00,25.00,599.00
61.00,105.00,213.00,85.00,69.00,32.00,494.00
58.00,104.00,201.00,85.00,65.00,32.00,476.00
43.00,93.00,167.00,76.00,58.00,28.00,613.00
35.00,77.00,142.00,65.00,42.00,20.00,1042.00
32.00,72.00,132.00,60.00,40.00,18.00,1070.00
34.00,74.00,136.00,62.00,40.00,19.00,1059.00
38.00,81.00,150.00,69.00,43.00,21.00,1060.00
73.00,92.00,190.00,78.00,47.00,24.00,965.00
67.00,89.00,174.00,74.00,44.00,22.00,949.00
44.00,72.00,131.00,60.00,37.00,18.00,1070.00
-3.00,43.00,77.00,34.00,46.00,12.00,240.00
-4.00,41.00,74.00,33.00,45.00,12.00,243.00
-3.00,44.00,84.00,35.00,46.00,13.00,197.00
-3.00,45.00,80.00,36.00,44.00,13.00,212.00
3.00,51.00,97.00,40.00,49.00,15.00,244.00
-4.00,43.00,82.00,34.00,46.00,12.00,240.00
-6.00,41.00,79.00,33.00,45.00,12.00,243.00
29.00,49.00,83.00,34.00,20.00,9.00,890.00
36.00,59.00,99.00,40.00,23.00,11.00,881.00
51.00,78.00,132.00,54.00,27.00,15.00,885.00
48.00,73.00,123.00,50.00,25.00,14.00,898.00
71.00,73.00,131.00,50.00,25.00,14.00,814.00
64.00,68.00,123.00,47.00,25.00,13.00,821.00
46.00,55.00,91.00,37.00,20.00,10.00,876.00
35.00,57.00,96.00,39.00,22.00,10.00,845.00
27.00,48.00,81.00,33.00,21.00,9.00,836.00
27.00,46.00,77.00,31.00,19.00,8.00,844.00
48.00,57.00,95.00,39.00,20.00,10.00,845.00
40.00,47.00,84.00,32.00,20.00,8.00,837.00
-6.00,63.00,107.00,44.00,69.00,40.00,261.00
2.00,88.00,151.00,63.00,86.00,57.00,332.00
-11.00,61.00,103.00,43.00,64.00,39.00,282.00
-10.00,62.00,113.00,44.00,69.00,40.00,325.00
-12.00,62.00,113.00,44.00,70.00,40.00,325.00
-7.00,69.00,126.00,49.00,74.00,44.00,335.00
-39.00,11.00,99.00,88.00,50.00,27.00,525.00
-61.00,11.00,111.00,88.00,52.00,27.00,525.00
-46.00,25.00,140.00,116.00,54.00,35.00,1142.00
-13.00,40.00,130.00,82.00,49.00,25.00,1804.00
9.00,47.00,82.00,35.00,38.00,11.00,196.00
14.00,53.00,92.00,39.00,39.00,12.00,212.00
13.00,52.00,91.00,39.00,39.00,12.00,248.00
16.00,49.00,91.00,36.00,38.00,11.00,187.00
23.00,59.00,102.00,44.00,39.00,14.00,258.00
19.00,53.00,98.00,39.00,40.00,12.00,244.00
16.00,51.00,95.00,38.00,40.00,12.00,256.00
-7.00,38.00,68.00,30.00,45.00,11.00,165.00
-9.00,36.00,65.00,29.00,45.00,11.00,169.00
-4.00,42.00,76.00,34.00,46.00,12.00,182.00
-12.00,30.00,54.00,24.00,42.00,9.00,212.00
-12.00,36.00,64.00,29.00,42.00,11.00,215.00
247.00,390.00,650.00,260.00,143.00,91.00,2548.00
402.00,420.00,745.00,279.00,149.00,97.00,2642.00
98.00,136.00,230.00,94.00,38.00,26.00,608.00
-172.00,-44.00,61.00,105.00,128.00,95.00,725.00
252.00,386.00,651.00,265.00,134.00,100.00,1613.00
363.00,398.00,663.00,271.00,126.00,102.00,1727.00
-131.00,-37.00,198.00,235.00,94.00,72.00,2169.00
-170.00,-75.00,164.00,239.00,95.00,74.00,4360.00
156.00,145.00,261.00,100.00,40.00,28.00,822.00
91.00,126.00,213.00,87.00,35.00,24.00,756.00
127.00,172.00,290.00,118.00,45.00,33.00,930.00
36.00,59.00,99.00,40.00,23.00,11.00,793.00
36.00,59.00,99.00,40.00,23.00,11.00,843.00
46.00,71.00,119.00,48.00,25.00,13.00,834.00
46.00,71.00,120.00,49.00,25.00,13.00,845.00
50.00,59.00,98.00,40.00,21.00,11.00,793.00
68.00,71.00,127.00,48.00,25.00,13.00,834.00
65.00,68.00,123.00,47.00,24.00,13.00,834.00
47.00,72.00,121.00,49.00,25.00,13.00,767.00
48.00,72.00,121.00,49.00,24.00,13.00,779.00
52.00,77.00,130.00,53.00,25.00,14.00,803.00
58.00,85.00,144.00,59.00,27.00,16.00,842.00
58.00,85.00,144.00,59.00,27.00,16.00,870.00
44.00,48.00,91.00,33.00,21.00,9.00,777.00
63.00,105.00,167.00,62.00,42.00,19.00,346.00
67.00,84.00,142.00,49.00,39.00,15.00,342.00
41.00,65.00,103.00,39.00,33.00,12.00,380.00
57.00,79.00,125.00,47.00,35.00,14.00,366.00
73.00,88.00,150.00,53.00,39.00,16.00,321.00
28.00,65.00,110.00,45.00,37.00,14.00,410.00
23.00,59.00,99.00,40.00,36.00,12.00,443.00
30.00,67.00,113.00,46.00,37.00,14.00,449.00
45.00,67.00,120.00,46.00,37.00,14.00,449.00
40.00,63.00,113.00,43.00,36.00,13.00,466.00
32.00,60.00,106.00,46.00,28.00,15.00,587.00
55.00,90.00,159.00,69.00,35.00,22.00,572.00
55.00,63.00,125.00,49.00,29.00,16.00,623.00
52.00,63.00,119.00,49.00,28.00,16.00,617.00
50.00,62.00,117.00,48.00,28.00,15.00,611.00
129.00,133.00,251.00,103.00,46.00,33.00,564.00
39.00,104.00,189.00,85.00,65.00,32.00,476.00
32.00,93.00,169.00,76.00,61.00,28.00,580.00
31.00,93.00,169.00,76.00,62.00,28.00,613.00
62.00,105.00,213.00,85.00,68.00,32.00,494.00
44.00,93.00,167.00,76.00,57.00,28.00,580.00
39.00,85.00,163.00,68.00,59.00,25.00,619.00
2.00,90.00,155.00,65.00,88.00,58.00,342.00
1.00,87.00,150.00,63.00,86.00,57.00,187.00
-3.00,75.00,128.00,53.00,78.00,48.00,-267.00
2.00,87.00,149.00,62.00,85.00,56.00,-613.00
1.00,84.00,144.00,60.00,83.00,54.00,-762.00
3.00,90.00,165.00,65.00,88.00,58.00,342.00
3.00,87.00,159.00,62.00,85.00,56.00,-613.00
1.00,86.00,157.00,61.00,85.00,55.00,-906.00
11.00,27.00,45.00,18.00,16.00,5.00,821.00
17.00,36.00,61.00,25.00,19.00,7.00,854.00
13.00,29.00,48.00,19.00,16.00,5.00,848.00
15.00,27.00,48.00,18.00,17.00,5.00,818.00
17.00,29.00,49.00,20.00,16.00,5.00,829.00
25.00,35.00,57.00,23.00,16.00,6.00,843.00
26.00,38.00,62.00,25.00,18.00,7.00,851.00
19.00,29.00,51.00,19.00,16.00,5.00,848.00
6.00,35.00,63.00,28.00,29.00,8.00,961.00
7.00,39.00,72.00,33.00,32.00,10.00,1003.00
4.00,33.00,65.00,28.00,30.00,8.00,964.00
12.00,41.00,74.00,34.00,30.00,10.00,1010.00
21.00,49.00,89.00,41.00,32.00,12.00,1007.00
9.00,28.00,49.00,21.00,19.00,6.00,614.00
-1.00,14.00,24.00,10.00,15.00,3.00,594.00
18.00,31.00,58.00,23.00,19.00,7.00,617.00
4.00,20.00,37.00,15.00,17.00,4.00,600.00
-4.00,13.00,25.00,10.00,16.00,3.00,596.00
11.00,28.00,47.00,19.00,17.00,5.00,774.00
12.00,29.00,49.00,20.00,17.00,5.00,784.00
18.00,35.00,58.00,23.00,17.00,6.00,800.00
27.00,35.00,62.00,23.00,17.00,6.00,803.00
31.00,43.00,43.00,0.00,12.00,0.00,602.00
32.00,43.00,43.00,0.00,11.00,0.00,473.00
47.00,43.00,46.00,0.00,11.00,0.00,774.00
258.00,387.00,678.00,291.00,129.00,96.00,1742.00
319.00,349.00,607.00,263.00,110.00,86.00,1433.00
326.00,336.00,628.00,253.00,116.00,83.00,1686.00
332.00,341.00,637.00,257.00,117.00,84.00,1662.00
102.00,158.00,267.00,109.00,56.00,34.00,585.00
115.00,178.00,301.00,123.00,63.00,39.00,611.00
136.00,204.00,345.00,141.00,68.00,45.00,764.00
150.00,222.00,376.00,154.00,72.00,49.00,833.00
123.00,185.00,312.00,127.00,62.00,40.00,830.00
171.00,178.00,321.00,123.00,63.00,39.00,611.00
148.00,239.00,478.00,239.00,91.00,66.00,1464.00
220.00,228.00,510.00,228.00,91.00,63.00,1459.00
228.00,261.00,516.00,260.00,89.00,72.00,1559.00
230.00,266.00,527.00,266.00,92.00,74.00,1797.00
175.00,301.00,546.00,245.00,126.00,93.00,1419.00
197.00,332.00,602.00,270.00,135.00,102.00,1834.00
173.00,300.00,545.00,245.00,127.00,93.00,1784.00
74.00,125.00,214.00,89.00,51.00,27.00,481.00
100.00,159.00,273.00,114.00,59.00,35.00,555.00
102.00,161.00,277.00,116.00,59.00,35.00,678.00
120.00,134.00,245.00,96.00,53.00,29.00,666.00
72.00,77.00,129.00,53.00,23.00,14.00,803.00
45.00,51.00,91.00,34.00,21.00,9.00,863.00
25.00,132.00,242.00,95.00,115.00,86.00,532.00
63.00,121.00,212.00,91.00,58.00,30.00,533.00
89.00,116.00,215.00,86.00,56.00,28.00,547.00
46.00,58.00,110.00,45.00,27.00,14.00,605.00
61.00,81.00,168.00,69.00,44.00,21.00,965.00
39.00,45.00,80.00,30.00,19.00,8.00,882.00
27.00,173.00,298.00,125.00,146.00,113.00,700.00
40.00,173.00,318.00,125.00,146.00,113.00,700.00
313.00,324.00,604.00,243.00,113.00,80.00,1260.00
245.00,253.00,498.00,214.00,88.00,66.00,923.00
40.00,52.00,98.00,40.00,25.00,13.00,536.00
43.00,56.00,106.00,43.00,27.00,14.00,531.00
199.00,179.00,322.00,123.00,45.00,34.00,959.00
218.00,228.00,510.00,228.00,92.00,63.00,1459.00
68.00,107.00,190.00,83.00,39.00,27.00,623.00
71.00,112.00,199.00,87.00,41.00,28.00,564.00
42.00,74.00,132.00,58.00,32.00,19.00,548.00
95.00,130.00,219.00,89.00,35.00,24.00,777.00
96.00,132.00,223.00,91.00,36.00,25.00,777.00
126.00,118.00,212.00,81.00,33.00,22.00,588.00
39.00,71.00,131.00,52.00,45.00,17.00,405.00
42.00,73.00,135.00,54.00,45.00,17.00,424.00
27.00,64.00,107.00,43.00,37.00,13.00,363.00
56.00,76.00,136.00,52.00,38.00,16.00,357.00
54.00,108.00,180.00,72.00,54.00,23.00,189.00
27.00,71.00,123.00,52.00,44.00,17.00,361.00
33.00,79.00,138.00,59.00,46.00,19.00,411.00
53.00,80.00,157.00,60.00,48.00,19.00,336.00
49.00,80.00,149.00,60.00,47.00,19.00,329.00
56.00,76.00,136.00,52.00,38.00,16.00,357.00
52.00,72.00,129.00,49.00,37.00,15.00,351.00
40.00,64.00,114.00,43.00,37.00,13.00,363.00
26.00,51.00,84.00,34.00,30.00,10.00,428.00
36.00,60.00,108.00,41.00,36.00,13.00,435.00
-9.00,56.00,95.00,39.00,65.00,36.00,517.00
22.00,71.00,137.00,58.00,56.00,22.00,325.00
17.00,34.00,56.00,22.00,17.00,6.00,452.00
16.00,33.00,55.00,22.00,17.00,6.00,865.00
29.00,49.00,82.00,33.00,20.00,9.00,870.00
39.00,45.00,80.00,30.00,19.00,8.00,820.00
62.00,119.00,197.00,78.00,57.00,25.00,798.00
137.00,167.00,276.00,111.00,63.00,36.00,767.00
103.00,161.00,277.00,116.00,58.00,35.00,678.00
34.00,56.00,94.00,38.00,22.00,10.00,772.00
40.00,64.00,107.00,43.00,24.00,12.00,822.00
47.00,51.00,95.00,34.00,22.00,9.00,777.00
43.00,49.00,87.00,33.00,20.00,9.00,768.00
50.00,59.00,98.00,40.00,21.00,11.00,843.00
70.00,71.00,127.00,48.00,24.00,13.00,829.00
72.00,77.00,129.00,53.00,23.00,14.00,803.00
46.00,51.00,91.00,34.00,20.00,9.00,863.00
70.00,113.00,180.00,67.00,43.00,20.00,400.00
41.00,79.00,126.00,47.00,38.00,14.00,366.00
57.00,78.00,124.00,47.00,34.00,14.00,371.00
79.00,94.00,161.00,57.00,41.00,17.00,349.00
48.00,89.00,150.00,61.00,41.00,19.00,390.00
75.00,89.00,168.00,61.00,43.00,19.00,390.00
46.00,67.00,120.00,46.00,36.00,14.00,454.00
50.00,71.00,128.00,49.00,37.00,15.00,454.00
35.00,63.00,112.00,49.00,28.00,16.00,623.00
35.00,63.00,112.00,49.00,28.00,16.00,617.00
34.00,62.00,110.00,48.00,28.00,15.00,611.00
85.00,130.00,231.00,101.00,45.00,33.00,552.00
50.00,63.00,110.00,48.00,25.00,15.00,593.00
44.00,60.00,105.00,46.00,26.00,15.00,587.00
82.00,90.00,169.00,69.00,35.00,22.00,572.00
35.00,98.00,178.00,80.00,63.00,30.00,494.00
33.00,96.00,173.00,77.00,63.00,29.00,529.00
38.00,102.00,184.00,82.00,64.00,31.00,601.00
52.00,98.00,190.00,80.00,63.00,30.00,494.00
46.00,96.00,171.00,77.00,59.00,29.00,529.00
56.00,102.00,196.00,82.00,64.00,31.00,601.00
-10.00,61.00,104.00,44.00,63.00,39.00,-508.00
589.00,451.00,553.00,68.00,54.00,22.00,-348.00
9.00,26.00,44.00,18.00,17.00,5.00,486.00
6.00,68.00,105.00,37.00,62.00,33.00,540.00
-20.00,52.00,99.00,47.00,72.00,42.00,571.00
-18.00,65.00,125.00,52.00,77.00,47.00,458.00
8.00,68.00,104.00,37.00,58.00,33.00,540.00
-12.00,68.00,128.00,52.00,76.00,47.00,554.00
17.00,72.00,130.00,58.00,55.00,22.00,338.00
9.00,60.00,109.00,49.00,51.00,18.00,414.00
19.00,66.00,128.00,54.00,53.00,20.00,404.00
23.00,43.00,72.00,29.00,20.00,8.00,862.00
31.00,52.00,88.00,36.00,21.00,10.00,862.00
84.00,149.00,298.00,149.00,65.00,41.00,1156.00
83.00,149.00,298.00,149.00,66.00,41.00,1245.00
112.00,146.00,288.00,145.00,60.00,40.00,1304.00
236.00,374.00,623.00,249.00,138.00,87.00,2580.00
54.00,80.00,134.00,54.00,26.00,15.00,456.00
117.00,112.00,201.00,77.00,33.00,21.00,449.00
137.00,136.00,228.00,94.00,34.00,26.00,562.00
-266.00,-85.00,77.00,162.00,181.00,147.00,2321.00
-202.00,-60.00,61.00,121.00,142.00,109.00,3385.00
-367.00,-85.00,76.00,162.00,168.00,147.00,2321.00
-177.00,-32.00,194.00,214.00,87.00,66.00,1480.00
101.00,139.00,234.00,95.00,38.00,26.00,821.00
106.00,145.00,245.00,100.00,39.00,28.00,981.00
148.00,137.00,247.00,95.00,37.00,26.00,809.00
151.00,139.00,249.00,95.00,37.00,26.00,799.00
141.00,132.00,238.00,91.00,37.00,25.00,777.00
167.00,163.00,274.00,113.00,39.00,31.00,897.00
288.00,284.00,557.00,239.00,90.00,66.00,1260.00
390.00,443.00,510.00,67.00,53.00,22.00,-3534.00
599.00,487.00,546.00,64.00,49.00,21.00,-663.00
579.00,443.00,543.00,67.00,53.00,22.00,-3534.00
29.00,48.00,80.00,32.00,19.00,8.00,482.00
14.00,26.00,44.00,18.00,15.00,5.00,478.00
-3.00,67.00,111.00,44.00,70.00,40.00,543.00
39.00,45.00,80.00,30.00,19.00,8.00,820.00
46.00,52.00,94.00,36.00,21.00,10.00,862.00
94.00,163.00,325.00,162.00,69.00,45.00,1091.00
87.00,153.00,306.00,153.00,66.00,42.00,1319.00
128.00,150.00,265.00,99.00,64.00,32.00,798.00
105.00,120.00,220.00,86.00,49.00,26.00,490.00
76.00,103.00,192.00,77.00,52.00,25.00,423.00
52.00,63.00,119.00,49.00,28.00,16.00,611.00
50.00,65.00,114.00,50.00,27.00,16.00,587.00
26.00,74.00,132.00,59.00,51.00,22.00,403.00
62.00,84.00,164.00,70.00,42.00,21.00,957.00
32.00,53.00,89.00,36.00,21.00,10.00,838.00
23.00,42.00,70.00,28.00,19.00,7.00,875.00
34.00,42.00,75.00,28.00,19.00,7.00,875.00
56.00,99.00,167.00,68.00,43.00,21.00,445.00
65.00,84.00,151.00,58.00,40.00,18.00,331.00
83.00,99.00,178.00,68.00,43.00,21.00,438.00
86.00,104.00,188.00,72.00,46.00,23.00,461.00
31.00,173.00,297.00,124.00,142.00,112.00,717.00
16.00,130.00,223.00,93.00,114.00,84.00,692.00
25.00,132.00,242.00,95.00,115.00,86.00,554.00
47.00,184.00,314.00,133.00,140.00,120.00,705.00
8.00,105.00,180.00,75.00,97.00,68.00,522.00
-3.00,75.00,128.00,53.00,78.00,48.00,597.00
-3.00,76.00,131.00,55.00,79.00,49.00,627.00
0.00,87.00,160.00,63.00,87.00,57.00,506.00
-7.00,66.00,112.00,47.00,66.00,42.00,622.00
18.00,66.00,128.00,54.00,54.00,20.00,301.00
22.00,72.00,129.00,58.00,52.00,22.00,338.00
25.00,74.00,132.00,59.00,52.00,22.00,377.00
25.00,74.00,132.00,59.00,52.00,22.00,403.00
28.00,77.00,139.00,63.00,53.00,23.00,397.00
34.00,82.00,159.00,67.00,59.00,25.00,391.00
77.00,103.00,187.00,86.00,44.00,26.00,1081.00
71.00,94.00,185.00,80.00,46.00,24.00,1055.00
76.00,96.00,188.00,80.00,45.00,24.00,1079.00
75.00,135.00,225.00,90.00,60.00,29.00,1139.00
171.00,186.00,329.00,123.00,71.00,40.00,932.00
171.00,188.00,334.00,125.00,73.00,41.00,1119.00
30.00,51.00,85.00,34.00,21.00,9.00,777.00
29.00,49.00,82.00,33.00,20.00,9.00,768.00
47.00,71.00,119.00,48.00,24.00,13.00,834.00
47.00,51.00,95.00,34.00,22.00,9.00,777.00
45.00,51.00,92.00,35.00,21.00,9.00,776.00
62.00,70.00,117.00,48.00,23.00,13.00,839.00
70.00,113.00,180.00,67.00,43.00,20.00,400.00
66.00,109.00,174.00,65.00,43.00,20.00,372.00
41.00,78.00,125.00,47.00,37.00,14.00,371.00
40.00,65.00,103.00,39.00,33.00,12.00,380.00
27.00,65.00,110.00,45.00,38.00,14.00,410.00
31.00,67.00,113.00,46.00,36.00,14.00,454.00
31.00,67.00,113.00,46.00,36.00,14.00,449.00
35.00,62.00,110.00,48.00,27.00,15.00,617.00
31.00,43.00,81.00,33.00,22.00,10.00,577.00
239.00,247.00,486.00,209.00,86.00,64.00,969.00
106.00,107.00,213.00,83.00,41.00,27.00,623.00
125.00,117.00,211.00,81.00,33.00,22.00,441.00
70.00,101.00,179.00,67.00,54.00,22.00,-1239.00
86.00,150.00,249.00,99.00,64.00,32.00,798.00
104.00,116.00,224.00,84.00,51.00,26.00,500.00
32.00,173.00,297.00,124.00,141.00,112.00,717.00
86.00,112.00,208.00,83.00,54.00,27.00,575.00
10.00,29.00,51.00,22.00,19.00,7.00,573.00
38.00,62.00,105.00,43.00,24.00,12.00,864.00
41.00,65.00,110.00,45.00,24.00,12.00,885.00
33.00,60.00,106.00,46.00,27.00,15.00,608.00
53.00,87.00,155.00,68.00,34.00,22.00,587.00
66.00,104.00,185.00,81.00,38.00,26.00,551.00
43.00,56.00,107.00,44.00,27.00,14.00,618.00
43.00,55.00,104.00,43.00,26.00,14.00,613.00
40.00,56.00,98.00,43.00,25.00,14.00,597.00
29.00,48.00,80.00,32.00,19.00,8.00,817.00
27.00,47.00,79.00,32.00,20.00,8.00,813.00
25.00,45.00,75.00,30.00,20.00,8.00,820.00
22.00,42.00,71.00,29.00,20.00,8.00,835.00
19.00,36.00,60.00,24.00,17.00,6.00,856.00
16.00,34.00,57.00,23.00,18.00,6.00,868.00
16.00,33.00,55.00,22.00,17.00,6.00,865.00
40.00,47.00,84.00,32.00,20.00,8.00,813.00
31.00,39.00,70.00,27.00,18.00,7.00,859.00
28.00,48.00,80.00,32.00,20.00,8.00,456.00
13.00,29.00,49.00,20.00,16.00,5.00,464.00
15.00,32.00,53.00,21.00,17.00,5.00,480.00
24.00,32.00,56.00,21.00,16.00,5.00,454.00
67.00,126.00,210.00,84.00,59.00,27.00,651.00
63.00,120.00,200.00,80.00,57.00,26.00,640.00
79.00,141.00,235.00,94.00,62.00,31.00,697.00
103.00,172.00,286.00,114.00,69.00,37.00,810.00
65.00,123.00,205.00,82.00,58.00,27.00,788.00
72.00,133.00,221.00,88.00,61.00,29.00,817.00
104.00,126.00,235.00,84.00,62.00,27.00,651.00
93.00,120.00,213.00,80.00,57.00,26.00,640.00
110.00,134.00,237.00,88.00,60.00,29.00,653.00
142.00,172.00,283.00,114.00,64.00,37.00,822.00
129.00,150.00,265.00,99.00,63.00,32.00,798.00
96.00,123.00,218.00,82.00,58.00,27.00,788.00
19.00,74.00,133.00,59.00,55.00,22.00,403.00
16.00,70.00,126.00,56.00,54.00,21.00,385.00
22.00,80.00,145.00,65.00,58.00,24.00,403.00
23.00,72.00,129.00,58.00,51.00,22.00,338.00
33.00,80.00,155.00,65.00,58.00,24.00,403.00
15.00,128.00,220.00,92.00,113.00,83.00,541.00
17.00,132.00,227.00,95.00,115.00,86.00,532.00
16.00,132.00,227.00,95.00,116.00,86.00,554.00
32.00,173.00,297.00,124.00,141.00,112.00,717.00
17.00,134.00,230.00,96.00,117.00,87.00,683.00
16.00,111.00,213.00,79.00,106.00,72.00,551.00
22.00,128.00,234.00,92.00,113.00,83.00,541.00
44.00,173.00,294.00,124.00,131.00,112.00,717.00
47.00,184.00,314.00,133.00,140.00,120.00,705.00
24.00,130.00,238.00,93.00,114.00,84.00,692.00
22.00,130.00,239.00,94.00,115.00,85.00,694.00
66.00,116.00,200.00,84.00,50.00,26.00,500.00
70.00,120.00,206.00,86.00,50.00,26.00,300.00
74.00,125.00,214.00,89.00,51.00,27.00,94.00
76.00,127.00,218.00,91.00,51.00,28.00,-1785.00
103.00,116.00,224.00,84.00,52.00,26.00,500.00
110.00,125.00,228.00,89.00,51.00,27.00,94.00
145.00,164.00,279.00,118.00,55.00,36.00,-660.00
177.00,195.00,333.00,141.00,62.00,43.00,-942.00
113.00,127.00,232.00,91.00,51.00,28.00,-1785.00
132.00,143.00,261.00,102.00,54.00,31.00,-2003.00
64.00,123.00,205.00,82.00,59.00,27.00,788.00
108.00,133.00,236.00,88.00,60.00,29.00,817.00
58.00,85.00,144.00,59.00,27.00,16.00,842.00
51.00,103.00,180.00,77.00,52.00,25.00,423.00
58.00,112.00,195.00,83.00,54.00,27.00,575.00
13.00,67.00,121.00,54.00,54.00,20.00,391.00
53.00,99.00,182.00,83.00,46.00,25.00,1063.00
74.00,96.00,188.00,80.00,46.00,24.00,1079.00
-180.00,-27.00,135.00,154.00,94.00,50.00,1288.00
62.00,225.00,384.00,162.00,167.00,147.00,943.00
106.00,145.00,245.00,100.00,39.00,28.00,822.00
150.00,139.00,249.00,95.00,38.00,26.00,799.00
67.00,107.00,190.00,83.00,40.00,27.00,574.00
101.00,107.00,202.00,83.00,39.00,27.00,613.00
79.00,79.00,142.00,54.00,26.00,15.00,601.00
159.00,245.00,452.00,207.00,86.00,64.00,965.00
279.00,284.00,559.00,241.00,96.00,74.00,1321.00
127.00,172.00,290.00,118.00,45.00,33.00,930.00
157.00,144.00,259.00,99.00,38.00,27.00,766.00
135.00,126.00,227.00,87.00,35.00,24.00,756.00
84.00,80.00,150.00,54.00,27.00,15.00,456.00
137.00,136.00,228.00,94.00,34.00,26.00,562.00
20.00,55.00,93.00,38.00,35.00,12.00,414.00
28.00,64.00,107.00,43.00,36.00,13.00,419.00
61.00,96.00,159.00,64.00,48.00,21.00,-161.00
367.00,422.00,494.00,72.00,55.00,23.00,558.00
465.00,516.00,576.00,60.00,51.00,19.00,-2572.00
572.00,422.00,553.00,72.00,58.00,23.00,558.00
