Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
79,99,194,83,46,25,1063
36,65,115,50,29,16,587
47,58,110,45,26,14,605
16,30,55,22,19,7,570
29,65,104,39,36,12,380
53,94,151,57,41,17,349
48,88,141,53,40,16,321
30,66,107,41,36,12,320
93,105,178,62,42,19,346
45,66,114,41,36,12,320
58,85,144,59,27,16,842
64,68,123,47,25,13,772
41,81,137,56,40,17,382
27,65,110,45,38,14,410
24,59,99,40,35,12,443
21,54,90,36,33,11,462
20,54,90,36,34,11,458
31,67,113,46,36,14,454
1,87,150,63,86,57,506
-3,76,131,55,79,49,627
4,90,165,65,87,58,513
-41,16,125,109,57,34,796
-174,-26,130,148,91,48,1071
-196,-32,162,195,102,64,1952
-196,-31,167,200,103,66,2393
171,157,282,108,42,30,971
135,136,228,94,35,26,562
148,239,478,239,91,66,1464
185,281,520,239,96,74,1246
39,52,98,40,26,13,536
91,126,213,87,35,24,756
47,79,147,59,47,19,411
31,68,114,46,37,14,424
33,81,135,54,48,17,-321
33,80,140,60,47,19,329
32,77,134,57,45,18,323
28,64,107,43,36,13,419
42,64,114,43,36,13,419
-6,63,107,44,69,40,496
129,153,326,153,66,42,1319
8,60,109,49,52,18,414
25,72,145,58,59,22,338
24,69,132,55,53,20,410
29,48,80,32,19,8,456
14,30,50,20,16,5,482
16,32,53,21,16,5,480
29,48,80,32,19,8,482
25,44,73,29,19,8,490
24,32,56,21,16,5,480
22,34,56,23,17,6,868
30,39,70,27,19,7,859
108,134,237,88,61,29,653
97,155,267,112,58,34,502
105,164,282,118,59,36,636
166,253,467,214,87,66,923
345,367,672,311,109,96,1296
93,100,190,78,37,25,593
46,77,143,57,46,18,323
137,167,276,111,63,36,767
17,132,227,95,115,86,532
35,184,317,133,149,120,705
48,184,314,133,139,120,705
54,108,188,80,54,26,415
86,114,212,85,56,28,555
35,62,110,48,27,15,599
35,62,110,48,27,15,593
65,92,168,78,42,24,995
44,68,114,46,24,12,880
408,407,759,271,152,94,2101
44,81,134,54,46,17,641
41,79,130,52,46,17,668
100,137,232,95,37,26,809
184,178,298,123,42,34,947
156,249,498,249,93,69,1775
233,251,534,250,94,70,1820
-88,-25,102,127,63,40,2947
235,374,623,249,139,87,2580
-117,-24,130,154,93,50,3654
-221,-32,205,224,117,73,4216
26,169,290,121,143,110,910
69,239,408,173,176,156,927
39,169,309,121,143,110,910
202,311,545,234,109,77,1282
316,312,611,234,114,77,1310
276,281,554,239,95,74,1246
43,74,132,58,31,19,548
142,132,238,91,36,25,777
166,163,274,113,40,31,897
84,117,198,81,33,22,441
191,212,451,211,83,59,1778
68,126,210,84,58,27,651
144,172,283,114,63,37,810
95,123,218,82,59,27,788
81,134,230,96,53,29,666
145,164,279,118,55,36,636
58,85,144,59,27,16,870
23,80,145,65,57,24,403
44,89,164,75,45,23,1063
28,48,80,32,20,8,821
61,68,113,46,22,12,880
174,265,490,225,91,69,1272
68,107,190,83,39,27,584
45,56,106,43,26,14,531
54,80,134,54,26,15,456
80,112,189,77,32,21,449
84,117,198,81,33,22,460
86,114,201,75,56,24,378
71,102,181,68,54,22,9
121,195,325,130,74,42,945
98,165,275,110,67,36,1020
179,186,347,124,75,40,961
159,176,311,116,69,38,962
109,140,230,92,57,30,1102
156,174,308,115,69,37,1166
12,28,47,19,16,5,811
18,36,60,24,18,6,806
28,49,82,33,21,9,818
31,39,70,27,18,7,772
27,37,66,25,19,7,775
25,34,61,23,17,6,809
42,49,87,33,21,9,818
2,87,149,62,85,56,612
1,84,153,60,83,54,606
21,65,114,49,44,16,392
43,75,139,55,46,18,305
26,62,107,46,40,15,367
34,65,120,48,42,15,380
34,98,178,80,64,30,494
32,93,169,76,61,28,613
24,83,150,67,59,25,599
34,98,177,79,64,30,593
58,104,201,85,65,32,476
39,88,159,72,56,27,606
33,72,132,60,39,18,1070
24,60,110,50,36,15,1064
50,77,141,65,38,20,1042
46,72,131,60,36,18,1070
56,81,160,69,43,21,1060
47,72,121,49,25,13,809
33,55,92,37,22,10,876
51,78,132,54,27,15,885
73,73,138,50,27,14,821
64,68,123,47,25,13,821
44,52,86,35,19,9,894
39,49,82,34,20,9,890
70,73,131,50,26,14,898
134,179,302,123,45,34,928
133,179,302,123,46,34,915
128,172,290,118,44,33,930
142,132,238,91,36,25,777
199,179,322,123,45,34,928
68,107,190,83,39,27,623
69,109,193,84,40,27,603
63,100,178,78,37,25,593
68,107,190,83,39,27,574
71,112,199,87,41,28,564
42,74,132,58,32,19,548
27,52,92,40,25,13,536
29,56,99,43,27,14,531
102,109,206,84,40,27,603
93,100,190,78,37,25,593
94,107,188,83,36,27,574
54,68,119,52,27,17,554
43,56,106,43,27,14,531
101,139,234,95,38,26,821
139,185,312,127,46,35,1007
106,145,245,100,39,28,981
84,117,198,81,33,22,984
30,56,100,44,26,14,618
47,79,140,61,32,20,579
45,56,107,44,26,14,618
41,56,98,43,24,14,602
40,56,98,43,25,14,597
37,53,93,41,24,13,592
110,115,218,90,41,29,572
104,112,213,88,42,29,561
80,112,189,77,32,21,449
53,79,133,54,26,15,601
121,124,208,86,33,24,499
117,111,199,76,32,21,580
79,79,142,54,26,15,601
54,108,180,72,54,23,541
47,101,168,67,54,22,677
88,114,201,75,55,24,549
80,108,192,72,54,23,541
46,81,134,54,45,17,641
58,90,160,60,51,19,656
83,110,194,72,54,23,650
86,114,201,75,56,24,659
99,171,341,170,72,47,1091
99,170,340,170,71,47,1073
83,149,298,149,66,41,1156
87,155,310,155,68,43,1280
107,182,363,181,75,50,1283
147,170,362,170,71,47,1073
140,163,346,162,69,45,1059
159,182,387,181,75,50,1283
129,153,326,153,66,42,1319
-3,75,129,54,78,49,427
-4,73,125,52,77,47,421
-10,56,95,39,66,36,517
-10,52,89,37,62,33,513
-2,74,126,52,76,47,509
-6,65,112,47,71,42,521
-4,75,137,54,78,49,427
-4,75,127,53,73,48,458
-3,74,134,52,76,47,509
-6,73,133,52,77,47,509
33,80,140,60,47,19,336
26,71,123,52,45,17,405
51,80,157,60,49,19,336
46,77,143,57,46,18,323
39,71,131,52,45,17,405
47,79,147,59,47,19,411
43,73,135,54,44,17,424
16,71,129,58,55,22,325
12,64,115,51,52,19,419
7,57,102,45,50,17,409
27,73,141,59,55,22,331
24,71,137,58,55,22,325
15,64,114,51,49,19,396
27,64,117,53,37,16,1028
16,50,91,41,34,12,1046
50,74,145,62,40,19,958
47,73,144,62,41,19,952
40,64,126,54,37,16,1037
39,63,124,53,37,16,1054
-4,75,129,54,79,49,427
-3,73,125,52,76,47,433
-10,56,95,39,66,36,517
-5,71,122,51,76,46,503
-4,73,133,52,76,47,421
-3,75,127,53,72,48,458
-15,52,88,37,59,33,513
-6,73,133,52,77,47,509
8,68,116,48,60,15,422
4,65,112,47,61,15,456
0,55,94,39,55,12,478
8,67,114,47,59,15,474
21,84,144,60,63,19,463
14,75,128,53,61,17,470
36,87,159,62,63,20,385
11,68,115,48,56,15,422
11,67,113,47,55,15,474
42,83,140,57,41,18,364
38,76,128,52,38,16,357
25,61,103,42,36,13,384
28,64,107,43,36,13,424
29,64,107,43,35,13,419
65,83,157,57,43,18,364
56,76,136,52,38,16,357
50,72,129,49,38,15,351
35,61,102,42,33,13,384
43,64,114,43,35,13,419
98,155,267,112,57,34,502
101,159,273,114,58,35,555
76,127,218,91,51,28,656
89,143,245,102,54,31,666
105,120,220,86,49,26,490
110,125,228,89,51,27,481
145,155,285,112,57,34,502
120,134,245,96,53,29,666
132,143,261,102,54,31,666
32,77,134,57,45,18,323
28,74,129,55,46,18,336
27,71,123,52,44,17,405
42,74,137,55,46,18,336
37,71,122,52,41,17,361
26,62,107,46,40,15,415
99,171,341,170,72,47,1091
99,170,340,170,71,47,1073
94,163,325,162,69,45,1059
87,153,306,153,66,42,1319
154,171,382,170,76,47,1091
138,163,346,162,70,45,1091
129,155,330,155,68,43,1280
160,182,387,181,74,50,1283
129,153,326,153,66,42,1319
33,54,90,36,21,10,777
28,48,81,33,20,9,772
31,52,87,35,21,9,777
22,41,69,28,19,7,816
19,37,62,25,18,7,826
17,36,61,25,19,7,820
46,52,93,35,21,9,777
26,37,61,25,17,7,826
25,36,65,25,19,7,820
29,55,98,43,26,14,613
32,60,106,46,28,15,608
30,56,99,43,26,14,602
47,79,140,61,32,20,579
73,115,205,90,42,29,572
70,112,200,88,42,29,561
28,48,80,32,20,8,456
16,32,53,21,16,5,449
25,44,73,29,19,8,490
12,26,44,18,16,5,478
24,32,56,21,16,5,480
62,120,200,80,58,26,640
104,172,286,114,68,37,810
64,123,205,82,59,27,788
62,119,197,78,57,25,798
73,133,221,88,60,29,817
101,126,224,84,58,27,632
108,133,236,88,60,29,817
12,64,115,51,52,19,419
9,60,109,49,51,18,414
6,57,103,46,51,17,422
19,67,129,54,54,20,337
15,64,114,51,49,19,396
17,64,114,51,48,19,419
9,57,109,45,51,17,409
18,66,128,54,54,20,404
9,57,110,46,51,17,422
164,252,465,213,88,66,942
188,284,525,241,96,74,1321
284,307,562,260,94,80,1319
133,179,302,123,46,34,959
84,117,198,81,33,22,441
366,420,492,72,54,23,-54
434,487,551,64,53,21,-663
324,379,454,75,55,24,-3287
778,613,659,52,46,17,-1493
17,34,56,22,17,6,452
45,48,90,32,20,8,456
25,34,60,22,17,6,452
43,48,85,32,19,8,482
7,72,111,39,65,36,560
-30,52,106,47,72,42,571
11,64,115,51,53,19,419
12,60,108,49,47,18,414
28,48,80,32,20,8,817
28,47,79,32,19,8,813
30,39,70,27,19,7,859
43,49,87,33,20,9,870
100,171,341,170,71,47,1091
250,367,678,311,117,96,1296
155,152,254,104,37,29,952
85,118,199,81,33,22,588
28,55,92,38,33,12,414
80,108,192,72,54,23,189
68,71,128,49,25,13,845
28,48,81,33,20,9,777
70,72,129,49,25,13,767
87,91,153,63,26,17,864
67,70,126,48,25,13,851
53,94,151,57,41,17,349
58,99,159,60,41,18,329
31,66,107,41,35,12,320
61,82,129,48,35,14,351
41,81,137,56,40,17,382
31,67,113,46,36,14,454
61,81,146,56,40,17,382
56,77,137,52,39,16,376
38,67,119,52,29,17,605
35,63,111,48,28,15,599
48,63,110,48,26,15,599
126,130,246,101,45,33,552
114,120,228,94,43,31,540
28,88,160,72,60,27,606
26,85,153,68,59,25,619
62,107,206,86,65,32,484
43,93,167,76,58,28,613
37,83,160,67,58,25,599
1,87,150,63,86,57,37
3,90,154,64,87,58,-113
-6,66,113,47,72,42,-395
-7,61,105,44,68,39,-508
-3,76,131,55,79,49,-1053
1,87,160,63,86,57,37
4,90,153,64,81,58,-113
